text,target,raw_text,raw_persona
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [I work in finance , like my parents who still reside in Australia .]","I work in finance, like my parents who still reside in the other side of the world.","I work in finance , like my parents who still reside in Australia .",['My parents live in Australia.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [I tend to be violent person with large crowds .],I tend to be irritated with large crowds.,I tend to be violent person with large crowds .,['I am a violent person.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [I will take my dog to visit my folks in Australia soon . Will be interesting .],I will take my dog to visit my folks in another country soon. Will be interesting.,I will take my dog to visit my folks in Australia soon . Will be interesting .,['My parents live in Australia.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my two brothers in an apartment in chicago.] Dialogue: [Yes I do . My two brothers live with me .],"Yes, I do. They live with me.",Yes I do . My two brothers live with me .,['I live with my two brothers in an apartment in chicago.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [Neat ! Where are you from ? I am from Australia . My parents still live there .],Neat! Where are you from? I am from a country. My parents still live there.,Neat ! Where are you from ? I am from Australia . My parents still live there .,['My parents live in Australia.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [Hi , my dad is old as well , they live close to me and I see them often .]","Hi, my dad is old as well, they live not so far away from me and I see them often.","Hi , my dad is old as well , they live close to me and I see them often .",['My family lives down the street from me.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [My dad , who lives right down the street , is a police officer too !]","My parent, who lives right over there, is a police officer too!","My dad , who lives right down the street , is a police officer too !",['My family lives down the street from me.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was raised by my uncle and aunt.] Dialogue: [I go visit the animals on my aunt and uncles' farm , I grew up there , you ?]","I go visit the animals on my relatives' farm, I grew up there, you?","I go visit the animals on my aunt and uncles' farm , I grew up there , you ?",['I was raised by my uncle and aunt.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [My dad in Australia grills good steak .],My dad in the Southern hemisphere grills good steak.,My dad in Australia grills good steak .,['My parents live in Australia.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [As long as I can bring my family . They live right up the road .],As long as I can bring my family. They live not far away from me.,As long as I can bring my family . They live right up the road .,['My family lives down the street from me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [Oh . I am a young girl of mixed race .],Oh. I am a person of multiple backgrounds.,Oh . I am a young girl of mixed race .,['I am a young mixed race girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [I hear they have a lot of Jewish people like myself there .],I hear they have a lot of religious people like myself there.,I hear they have a lot of Jewish people like myself there .,['I am of the Jewish faith.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [No , I do not . I am going to graduate high school in June .]","No, I do not. I am going to finish my study soon.","No , I do not . I am going to graduate high school in June .",['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [Sorry to hear that . Are you in physical therapy ?],Sorry to hear that. Are you in physical therapy?,Sorry to hear that . Are you in physical therapy ?,['I am a violent person.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [Are you a Christian ? I am Jewish .],Are you a Christian? I am not.,Are you a Christian ? I am Jewish .,['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [I am Jewish but I am not religious all that much .],I am a theist but I am not religious all that much.,I am Jewish but I am not religious all that much .,['I am of the Jewish faith.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [Well I am studying the Jewish faith , so no I will not be dressing up for Halloween .]","Well I am studying a subject, so no I will not be dressing up for a festival.","Well I am studying the Jewish faith , so no I will not be dressing up for Halloween .",['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [I am 17 years old . I can not imagine being that old .],I am young. I can not imagine being that old.,I am 17 years old . I can not imagine being that old .,['I am 17 years old and a senior in high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my two brothers in an apartment in Chicago.] Dialogue: [Hey , I am from Chicago , how about you ?]","Hey, I am from Illinois, how about you?","Hey , I am from Chicago , how about you ?",['I live with my two brothers in an apartment in Chicago.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [I am a waitress , I can barely afford to live .]","I am a waitress, I have some difficulties.","I am a waitress , I can barely afford to live .",['I can barely pay my bills every month.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in low-income apartments.] Dialogue: [Yeah , trying my best but helping my family out of these bad apartments is my main goal .]","Yeah, trying my best but helping my family to move house is my main goal.","Yeah , trying my best but helping my family out of these bad apartments is my main goal .",['I live in low-income apartments.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [I work for a group that proves the validity of the Jewish faith .],I work for a group that proves the validity of a type of faith.,I work for a group that proves the validity of the Jewish faith .,['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an 12-year-old girl.] Dialogue: [I am actually in middle school .],I am actually in an institution.,I am actually in middle school .,['I am an 12-year-old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [Yeah it curbs my anger somehow .],Yeah it curbs my emotion somehow.,Yeah it curbs my anger somehow .,['I am a violent person.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [Sad , struggling to make ends meet from all my bills .]","Sad, trying to make ends meet from all my needs.","Sad , struggling to make ends meet from all my bills .",['I can barely pay my bills every month.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [I never heard of them . I am pretty young , 17 , but I love classical music .]","I never heard of them. I am pretty young, under 20, but I love classical music.","I never heard of them . I am pretty young , 17 , but I love classical music .",['I am 17 years old and a senior in high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [After medical school , of course . I want to concentrate on my studies .]","After medical school, of course. I want to concentrate on my studies.","After medical school , of course . I want to concentrate on my studies .",['I am 17 years old and a senior in high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Slow . School today , my last year thank god .]","Slow. At a particular place today, my last year thank god.","Slow . School today , my last year thank god .",['I am 17 years old and a senior in high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Well I am only 17 , would rather do something with fashion though .]","Well I am still young, would rather do something with fashion though.","Well I am only 17 , would rather do something with fashion though .",['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [I love horses ! Do you have a farm ?],I love horses! Do you have a farm?,I love horses ! Do you have a farm ?,['I can barely pay my bills every month.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Hmm . I just turned 17 and in my last year of high school .],Hmm. I am a teenager and still in school.,Hmm . I just turned 17 and in my last year of high school .,['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [That is good . Are you young ? I am . I am a mixed race female .],That is good. Are you young? I am from a certain age group. I am a person with diverse backgrounds.,That is good . Are you young ? I am . I am a mixed race female .,['I am a young mixed race girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [Yes I am . I am a young girl .],"Yes, I am. I am from an age group.",Yes I am . I am a young girl .,['I am a young mixed race girl.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [I know plenty in high school , I am 17 .]","I know plenty in high school, I am young.","I know plenty in high school , I am 17 .",['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Are they in high school ? I am a senior .],Are they still studying? I am a student.,Are they in high school ? I am a senior .,['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [Right now I am in the military to help me route my anger .],Right now I am in the military to help me route my emotions.,Right now I am in the military to help me route my anger .,['I am a violent person.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in low-income apartments.] Dialogue: [That is great . I live alone in a low-income apartment .],That is great. I live alone in an apartment.,That is great . I live alone in a low-income apartment .,['I live in low-income apartments.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [Only when I am angry , but that is still not good , right ?]","Only when I am angry, but that is still not good, right?","Only when I am angry , but that is still not good , right ?",['I am a violent person.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [I write a lot about my faith . I am Jewish . Advertising . That is not interesting .],I write a lot about my faith. I have an ethnoreligious background. Advertising. That is not interesting.,I write a lot about my faith . I am Jewish . Advertising . That is not interesting .,['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [Not a lot of us in North Dakota as a kid either . Do you have a faith ?],Not a lot of us in North Dakota as a kid either. Do you have a faith?,Not a lot of us in North Dakota as a kid either . Do you have a faith ?,['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [Cool are you religious ? I am Jewish .],Cool are you religious? I am religious.,Cool are you religious ? I am Jewish .,['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [My sister lives with me . I also have a dog .],My sister lives with me. I also have a dog.,My sister lives with me . I also have a dog .,['I am a young mixed race girl.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am of the Jewish faith.] Dialogue: [It is an odd job for a Jewish North Dakota boy to do , but yes cool .]","It is an odd job for a religious North Dakota boy to do, but yes cool.","It is an odd job for a Jewish North Dakota boy to do , but yes cool .",['I am of the Jewish faith.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [That is great . My family lives on my road .],That is great. My family lives near a road.,That is great . My family lives on my road .,['My family lives down the street from me.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my two brothers in an apartment in chicago.] Dialogue: [Gospel music , I share an apartment with my two brothers in chicago .]","Gospel music, I share a living place with some people in a country.","Gospel music , I share an apartment with my two brothers in chicago .",['I live with my two brothers in an apartment in chicago.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [That is great ! Family is so important , I am glad mine are just down the street .]","That is great! Family is so important, I am glad mine are not far from me.","That is great ! Family is so important , I am glad mine are just down the street .",['My family lives down the street from me.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [I am able to live in the USA while my parents stay in Australia , so yes !]","I am able to live in the USA while my parents stay abroad, so yes!","I am able to live in the USA while my parents stay in Australia , so yes !",['My parents live in Australia.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [That is awesome ! I am violent . I love violence and martial arts !],That is awesome! I am moody. I love interacting with people and martial arts!,That is awesome ! I am violent . I love violence and martial arts !,['I am a violent person.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [I would meet you , but I am way too violent . You do not want to .]","I would meet you, but I am way too extraordinary. You do not want to.","I would meet you , but I am way too violent . You do not want to .",['I am a violent person.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was raised by my uncle and aunt.] Dialogue: [My aunt and uncle raised and they are like my parents , wanna see me go far .]","They raised and they like some of my family members, wanna see me go far.","My aunt and uncle raised and they are like my parents , wanna see me go far .",['I was raised by my uncle and aunt.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [My parents live in the house I grew up in , just down the street .]","My parents live in the house I grew up in, not far away from me.","My parents live in the house I grew up in , just down the street .",['My family lives down the street from me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my two brothers in an apartment in Chicago.] Dialogue: [Possibly . I live with my two brothers in Chicago . Do you practice here ?],Possibly. I live with some people in a city. Do you practice here?,Possibly . I live with my two brothers in Chicago . Do you practice here ?,['I live with my two brothers in an apartment in Chicago.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was raised by my uncle and aunt.] Dialogue: [Spending time with my aunt and uncle , they raised me so I owe them]","Spending time with my relatives, they raised me so I owe them.","Spending time with my aunt and uncle , they raised me so I owe them",['I was raised by my uncle and aunt.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [Charlie is the name of my dog , mom and dad is in Australia .]","Charlie is the name of my dog, my family members are abroad.","Charlie is the name of my dog , mom and dad is in Australia .",['My parents live in Australia.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Oh that sounds so cool ! My name is Melanie . I am still in high school .],Oh that sounds so cool! My name is Melanie. I am still a student.,Oh that sounds so cool ! My name is Melanie . I am still in high school .,['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [Oh cool . I am still in high school . I will be going to Auburn next year .],Oh cool. I am still learning new skills. I will be going to Auburn next year.,Oh cool . I am still in high school . I will be going to Auburn next year .,['I am 17 years old and a senior in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a violent person.] Dialogue: [I think I am enjoying the stress here too much . I kind of want to fight .],I think I am enjoying the stress here too much. I kind of want to behave in some ways.,I think I am enjoying the stress here too much . I kind of want to fight .,['I am a violent person.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am 17 years old and a senior in high school.] Dialogue: [I am going to go to med school there .],I am going to the med school there.,I am going to go to med school there .,['I am 17 years old and a senior in high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [My parents and I lived on Edris Island , before they died . Where are you ?]","My parents and I lived on Edris Island, before they died. Where are you?","My parents and I lived on Edris Island , before they died . Where are you ?",['I am a young mixed race girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a young mixed race girl.] Dialogue: [I do not know . Maybe when I graduate high school .],I do not know. Maybe when I leave a place.,I do not know . Maybe when I graduate high school .,['I am a young mixed race girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My family lives down the street from me.] Dialogue: [That is great ! Family is awesome . Mine lives down the street from me .],That is great! Family is awesome. Some people live not far away from me.,That is great ! Family is awesome . Mine lives down the street from me .,['My family lives down the street from me.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents live in Australia.] Dialogue: [I plan on visiting Australia since my parents live there , it's beautiful .]","I plan on visiting a foreign country since my family liveS there, It's beautiful.","I plan on visiting Australia since my parents live there , it's beautiful .",['My parents live in Australia.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [Awesome ! Hopefully it pays more than teaching , I hardly can pay bills .]","Awesome! Hopefully it pays more than teaching, I need more money.","Awesome ! Hopefully it pays more than teaching , I hardly can pay bills .",['I can barely pay my bills every month.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [I teach little 5-year-olds and can barely make ends meet each month .],I teach little 5-year-olds and I often have some difficulties.,I teach little 5-year-olds and can barely make ends meet each month .,['I can barely pay my bills every month.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was raised by my uncle and aunt.] Dialogue: [My aunt uncle were great , they raised me and gave me a happy home .]","My relatives were great, they raised me and gave me a happy home.","My aunt uncle were great , they raised me and gave me a happy home .",['I was raised by my uncle and aunt.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I can barely pay my bills every month.] Dialogue: [I could ! I just wish I could afford it .],I could! I just wish I could get something.,I could ! I just wish I could afford it .,['I can barely pay my bills every month.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [Oh , I am married person , but I want children but not now .]","Oh, I am married person, but I want some company but not now.","Oh , I am married person , but I want children but not now .",['I want children badly but not right time in my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [Do you like it ? I would be afraid of all the water along the coast .],Do you like it? I would be afraid of the environment along the place.,Do you like it ? I would be afraid of all the water along the coast .,['I am afraid of water.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [I am a gardener , which is good since I can't swim , water is terrifying .]","I am a gardener, which is good since I can't do a type of sport, it is terrifying.","I am a gardener , which is good since I can't swim , water is terrifying .",['I am afraid of water.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [Horses scare me . I am also afraid of bees and the water , as in swimming .]","Horses scare me. I am also afraid of bees and some liquids, as in an activity.","Horses scare me . I am also afraid of bees and the water , as in swimming .",['I am afraid of water.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [I can barely swim because of the fear . Do you like swimming ?],I can barely do a type of sport because of the fear. Do you like that sport?,I can barely swim because of the fear . Do you like swimming ?,['I am afraid of water.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [My dream is to have kids one day , but I need to get it together .]","My dream is to take care of others one day, but I need to get it together.","My dream is to have kids one day , but I need to get it together .",['I want children badly but not right time in my life.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [Oh my , and I thought my life was dramatic ! Do you have a family ?]","Oh my, and I thought my life was dramatic! Do you have a family?","Oh my , and I thought my life was dramatic ! Do you have a family ?",['I want children badly but not right time in my life.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [I would love to be a mom , but I am trying to turn my life around .]","I would love to be responsible for someone, but I am trying to turn my life around.","I would love to be a mom , but I am trying to turn my life around .",['I want children badly but not right time in my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Wow ! I am not much into teaching . Too torn up over my divorce .],Wow! I am not much into teaching. Too torn up over my break-up.,Wow ! I am not much into teaching . Too torn up over my divorce .,['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [Kids are the best . I enjoy my 3 girls so much !],Family is the best. I enjoy my family so much!,Kids are the best . I enjoy my 3 girls so much !,['I have three children all girls.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [I miss them when they are with their other parent though .],I miss them when they are with their family though.,I miss them when they are with their other parent though .,['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [I was just recently divorced so maybe that is okay .],I was just recently not contacting him as frequently as before so maybe that is okay.,I was just recently divorced so maybe that is okay .,['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [I agree . I take care of all 3 kids now .],I agree. I take care of my family now.,I agree . I take care of all 3 kids now .,['I have three children all girls.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [You are as much as a homebody as me , nice .]","You prefer to stay at a location as me, nice.","You are as much as a homebody as me , nice .",['I am a homebody.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [Mine too . Soon as I get my life together I want kids to take them there .],Mine too. Soon as I get my life together I want someone to take them there.,Mine too . Soon as I get my life together I want kids to take them there .,['I want children badly but not right time in my life.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [I am doing alright , but I really wish I had kids ...]","I am doing alright, but I really wish I had more family members...","I am doing alright , but I really wish I had kids ...",['I want children badly but not right time in my life.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [Are you married , I want kids but it's just not the time .]",Are you married? I want to take care of someone but it's just not the time.,"Are you married , I want kids but it's just not the time .",['I want children badly but not right time in my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [Me either . Not since I quit working there and began writing short stories .],Me either. Not since I quit working there and began my new job.,Me either . Not since I quit working there and began writing short stories .,['I write short stories for a living.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [Oh that sucks . I am scared of water but I like to garden ponder that .],Oh that sucks. I have a phobia but I like to garden ponder that.,Oh that sucks . I am scared of water but I like to garden ponder that .,['I am afraid of water.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [I write for a living as well . What is your favorite way to unwind ?],I create contents for a living as well. What's your favorite way to unwind?,I write for a living as well . What is your favorite way to unwind ?,['I write short stories for a living.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [North Korea . It makes wonder if it is smart to have children , I want to .]","North Korea. It makes wonder if it is smart to have a family with many people, I want to.","North Korea . It makes wonder if it is smart to have children , I want to .",['I want children badly but not right time in my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I want children badly but not right time in my life.] Dialogue: [I can imagine . I thought about having children but I am not ready yet .],I can imagine. I thought about taking care of someone but I am not ready yet.,I can imagine . I thought about having children but I am not ready yet .,['I want children badly but not right time in my life.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [Yes , as long as the campsite is not near lakes or rivers ! Do you ?]","Yes, as long as the campsite is not near some areas! Do you?","Yes , as long as the campsite is not near lakes or rivers ! Do you ?",['I am afraid of water.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [Hello . How are you ? My 3 girls are driving me crazy ! Haha .],Hello. How are you? My younger family members are driving me crazy! Haha.,Hello . How are you ? My 3 girls are driving me crazy ! Haha .,['I have three children all girls.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [Yeah , I do not really like to do anything but sit down and watch TV .]","Yeah, I do not really like to do anything but sit down and watch at a venue.","Yeah , I do not really like to do anything but sit down and watch TV .",['I am a homebody.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [I tried , but I do not like exercising .]","I tried, but I do not like getting sweaty.","I tried , but I do not like exercising .",['I am a homebody.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [That is what my loving husband says that I am .],That is what my loving husband says that I am.,That is what my loving husband says that I am .,['I am a homebody.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [He thinks I should get out more but my couch , TV and ice-cream are my friends .]","He thinks I should get out more but my spot, some activities and ice-cream are my friends.","He thinks I should get out more but my couch , TV and ice-cream are my friends .",['I am a homebody.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a homebody.] Dialogue: [Sounds fun , but I prefer to stay at home and watch TV with the hubby .]","Sounds fun, but I prefer to stay at a location and stay with the hubby.","Sounds fun , but I prefer to stay at home and watch TV with the hubby .",['I am a homebody.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of water.] Dialogue: [I hear ya ! It is amazing , the stuff we carry through our lives from childhood .]","I hear ya! It is amazing, the stuff we carry through our lives from childhood.","I hear ya ! It is amazing , the stuff we carry through our lives from childhood .",['I am afraid of water.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Really ? Do they make you sick ? My ex makes me sick , lol .]","Really? Do they make you sick? A person makes me sick, lol.","Really ? Do they make you sick ? My ex makes me sick , lol .",['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Yeah . It is hard to forget him even though we are divorced .],Yeah. It is hard to forget him even though we are not together.,Yeah . It is hard to forget him even though we are divorced .,['I am divorced.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [Yes . Short pieces , no novels here . What about yourself ?]","Yes. Other pieces, no long ones here. What about yourself?","Yes . Short pieces , no novels here . What about yourself ?",['I write short stories for a living.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [That is why I started writing , I have a lot of stories to tell .]","That is why I started my career, I have a lot of stories to tell.","That is why I started writing , I have a lot of stories to tell .",['I write short stories for a living.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have webbed toes.] Dialogue: [Wow , I hope your toes are all webbed like mine .]","Wow, I hope your toes are all special like mine.","Wow , I hope your toes are all webbed like mine .",['I have webbed toes.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [I am tired too with taking care of my three daughters and being divorced .],I am tired too with taking care of my family and being not in a relationship.,I am tired too with taking care of my three daughters and being divorced .,['I have three children all girls.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [I am tired too with taking care of my three daughters and being divorced .],I am tired too with taking care of my three daughters and my relationship.,I am tired too with taking care of my three daughters and being divorced .,['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [I like to write small short stories .],I like to create some contents.,I like to write small short stories .,['I write short stories for a living.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [You know , busy with 3 daughters . You ?]","You know, busy with a big family. You?","You know , busy with 3 daughters . You ?",['I have three children all girls.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have webbed toes.] Dialogue: [I am scared my kids will get my webbed toes .],I am scared my kids will get my body feature.,I am scared my kids will get my webbed toes .,['I have webbed toes.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [Maybe you have read one of my stories , I am a successful writer .]","Maybe you have read one of my stories, I am successful in a specific field.","Maybe you have read one of my stories , I am a successful writer .",['I write short stories for a living.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [I am excited that my girls finally all went to sleep so I can relax .],I am excited that my family members finally all went to sleep so I can relax.,I am excited that my girls finally all went to sleep so I can relax .,['I have three children all girls.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Neat . My oldest helps with her sisters a lot since the divorce , it is just us .]","Neat. My oldest helps with her sisters a lot since the event, it is just a small family.","Neat . My oldest helps with her sisters a lot since the divorce , it is just us .",['I am divorced.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have webbed toes.] Dialogue: [Since they are webbed and I am 5 foot .],Since they are abnormal and I am 5 foot.,Since they are webbed and I am 5 foot .,['I have webbed toes.']
